waveMin,waveMax,spectroFlux_r,spectroSynFlux_r,sn1_r,sn2_r,elodieBV,elodieTEff,elodieLogG,z
3809.781,9208.735,18.74711,18.64923,20.3333,22.0546,0,0,0,0.8475645
3801.894,9185.44,19.50981,19.34197,23.8411,25.6372,0,0,0,1.658695
3601.637,10332.37,18.28099,17.7383,50.0536,47.9051,0,0,0,2.411902
3601.637,10325.24,3.721351,3.811389,26.82,33.6658,0,0,0,1.484516
3601.637,10289.64,1.899841,2.230469,31.5331,41.345,0,0,0,2.492946
3800.144,9189.672,25.79636,25.9238,28.999,31.1194,0,0,0,1.238231
3601.637,10332.37,7.043762,6.911537,50.0536,47.9051,0,0,0,2.889465
3601.637,10296.75,5.566905,5.352859,27.34,36.7115,0,0,0,2.344953
3601.637,10296.75,4.932163,4.820266,27.34,36.7115,0,0,0,2.419633
3801.894,9191.788,22.79473,22.62902,28.9613,26.474,0,0,0,1.34866
3601.637,10332.37,3.065658,2.980664,50.0536,47.9051,0,0,0,2.2589
3601.637,10325.24,6.893609,6.572718,26.82,33.6658,0,0,0,2.154088
3601.637,10325.24,7.656494,7.455622,26.82,33.6658,0,0,0,2.939039
3601.637,10360.96,1.690499,1.655299,43.4,36.1654,0,0,0,2.172513
3601.637,10365.73,3.607689,3.568057,36.3191,41.4074,0,0,0,2.62287
3828.247,6165.95,12.33667,6.65931,26.8997,27.9729,0,0,0,2.753311
3807.15,9206.615,23.82647,23.99184,24.9265,29.6131,0,0,0,1.760031
3601.637,10380.06,17.98759,18.11372,56.5574,62.4072,0,0,0,2.543811
3601.637,10380.06,8.437398,8.577335,56.5574,62.4072,0,0,0,2.300565
3601.637,10360.96,2.421851,2.469653,43.4,36.1654,0,0,0,3.67807
3601.637,10310.98,2.657053,2.890356,41.0546,36.8099,0,0,0,2.434727
3601.637,10394.41,16.09949,15.69728,36.3191,41.4074,0,0,0,3.047905
3601.637,10337.13,3.799263,3.611894,39.8554,44.221,0,0,0,2.277073
3601.637,10334.75,5.471485,5.432724,39.8554,44.221,0,0,0,0.6987471
3601.637,10292,0.5267606,0.604817,41.072,44.9956,0,0,0,2.328853
3601.637,10292,2.869264,2.865016,41.072,44.9956,0,0,0,1.507272
3601.637,10394.41,5.116271,5.202507,36.3191,41.4074,0,0,0,3.955965
3821.202,9204.496,55.10046,55.05782,26.8997,27.9729,0,0,0,0.6034577
3805.397,9208.735,25.27009,25.19265,24.9265,29.6131,0,0,0,1.89218
3806.274,9208.735,33.4797,33.18616,24.9265,29.6131,0,0,0,0.2963802
3837.956,9259.766,28.26661,28.02263,27.1237,28.1927,0,0,0,0.7292935
3836.189,9259.766,12.90188,12.83359,27.1237,28.1927,0,0,0,1.73022
3601.637,10360.96,3.466413,3.376669,49.6928,47.8067,0,0,0,2.341079
3601.637,10341.89,4.632896,4.562128,44.9949,35.1141,0,0,0,2.200721
3601.637,10332.37,17.67513,17.94689,50.0536,47.9051,0,0,0,0.7059284
3601.637,10332.37,4.825865,4.438086,50.0536,47.9051,0,0,0,3.147349
3601.637,10292,3.281935,3.580742,31.5331,41.345,0,0,0,2.550973
3601.637,10270.7,28.25496,27.66728,56.5574,62.4072,0,0,0,2.21876
3805.397,9181.212,19.0853,18.94225,65.0058,65.1691,0,0,0,1.94251
3601.637,10299.12,18.48286,18.1651,43.715,47.0035,0,0,0,0.7077566
3601.637,10360.96,3.649049,3.66639,49.6928,47.8067,0,0,0,1.508599
3601.637,10341.89,2.016011,2.182536,44.9949,35.1141,0,0,0,2.179836
3811.536,9206.615,4.444039,4.426791,22.9364,23.6812,0,0,0,1.739728
3601.637,10325.24,2.907515,2.891876,26.82,33.6658,0,0,0,3.298046
3601.637,10325.24,3.106961,3.163964,26.82,33.6658,0,0,0,2.53215
3601.637,10294.38,9.021447,8.783856,37.0068,37.8237,0,0,0,2.38557
3601.637,10380.06,6.579186,6.693992,56.5574,62.4072,0,0,0,2.524996
3601.637,10380.06,4.215489,4.381692,56.5574,62.4072,0,0,0,2.214345
3801.894,9193.904,29.81914,29.51903,28.9613,26.474,0,0,0,2.067199
