waveMin,waveMax,spectroFlux_r,spectroSynFlux_r,sn1_r,sn2_r,elodieBV,elodieTEff,elodieLogG,z
3811.536,9212.978,29.00738,29.39358,82.5282,81.4314,0,8500,4,0.0004445608
3811.536,9212.978,131.9485,131.745,82.5282,81.4314,0.661,5152,2.4,0.0004685989
3811.536,9212.978,9.785115,9.851757,82.5282,81.4314,0.706,5164,3.73,0.0008051551
3811.536,9212.978,51.64657,51.66361,82.5282,81.4314,0.526,5704,4.36,0.0004799779
3814.17,9215.099,289.2899,288.6775,159.802,122.959,0.561,5659,4.42,0.0009847165
3814.17,9215.099,407.3812,405.3019,159.802,122.959,0,6000,4,0.0005800092
3815.048,9215.099,331.6391,331.32,159.802,122.959,0.704,5320,4.49,0.0002586864
3814.17,9215.099,651.8269,648.9409,159.802,122.959,0,6000,4,0.0007391751
3815.048,9215.099,487.9642,487.9347,159.802,122.959,0.709,5073,2.51,0.0007263753
3815.048,9215.099,134.8576,134.9564,159.802,122.959,0.704,5320,4.49,0.000132143
3815.048,9215.099,263.7291,264.3361,159.802,122.959,0,6500,4,0.0006879583
3826.485,9187.556,77.65917,77.42513,134.883,113.872,0.692,5285,4.62,4.087227E-05
3826.485,9187.556,384.2835,383.631,134.883,113.872,0.692,5285,4.62,1.352291E-05
3801.019,9212.978,203.42,205.022,26.8997,27.9729,0,7000,4,5.908774E-05
3806.274,9210.856,132.1634,131.8569,81.9167,99.3065,0.983,4576,4.414,1.058614E-05
3804.521,9212.978,47.77444,47.70041,81.9167,99.3065,0,6000,4,0.0005643656
3801.019,9193.904,150.5832,150.4638,23.6862,28.895,0.712,5613,4.11,0.0001315319
3816.805,9212.978,29.79271,29.85957,20.3333,22.0546,0,6500,4,0.0006483649
3827.366,9187.556,1490.694,1492.379,134.883,113.872,1.176,4246,4.24,1.174297E-06
3827.366,9189.672,185.6933,185.7521,134.883,113.872,0,6000,4,0.0001891653
3826.485,9185.44,1793.087,1795.44,134.883,113.872,0.692,5285,4.62,0.0002015027
3826.485,9183.326,237.4901,237.5742,134.883,113.872,0.645,5476,4.357,8.671971E-05
3806.274,9210.856,145.702,146.4318,81.9167,99.3065,1.15,4457,1.37,0.0001680852
4337.105,9208.735,52.14303,51.97383,81.9167,99.3065,0.613,5324,4.47,0.0002277422
3807.15,9208.735,11.93569,12.00165,81.9167,99.3065,0.378,6061,3.58,5.843702E-05
3801.019,9215.099,1.06275,0.9483088,26.8997,27.9729,-0.088,13050,3.85,2.841472E-06
3804.521,9208.735,5.912365,6.083694,81.9167,99.3065,0,6500,4,0.0005025336
3804.521,9210.856,28.38315,28.62887,81.9167,99.3065,0,7000,4,0.0005882024
3803.645,9210.856,11.37939,11.4658,81.9167,99.3065,0.547,5704,4.05,0.0001654975
3804.521,9212.978,28.61054,28.60966,81.9167,99.3065,0.645,5476,4.357,0.0002242468
3804.521,9208.735,59.57446,59.42278,81.9167,99.3065,0,6000,4,0.0004259483
3804.521,9208.735,17.29278,17.4655,81.9167,99.3065,0,6000,2,0.0003625039
3804.521,9210.856,63.71112,63.70455,81.9167,99.3065,0,6000,4,0.0003839085
3804.521,9210.856,45.68901,45.7551,81.9167,99.3065,0.621,5405,4.49,0.0001786078
3803.645,9210.856,16.84455,16.91864,81.9167,99.3065,0,6000,4,0.0001767799
3803.645,9212.978,38.9194,39.34939,81.9167,99.3065,0,8500,4,0.0001127529
3806.274,9215.099,85.7333,85.86946,24.9265,29.6131,0,6000,4,1.966534E-05
3801.894,9191.788,60.47436,60.34479,23.6862,28.895,0.439,5952,4.22,0.000288892
3808.027,9210.856,8.297982,8.355427,81.9167,99.3065,0,8500,4,2.362303E-05
3807.15,9210.856,10.89074,10.97674,81.9167,99.3065,0.706,5164,3.73,0.001240285
3807.15,9208.735,10.49815,10.44027,81.9167,99.3065,0.526,5704,4.36,0.0007498762
3807.15,9208.735,7.638028,7.615897,81.9167,99.3065,0.613,5324,4.47,0.0002255408
3814.17,9208.735,16.46504,16.57911,81.9167,99.3065,0,9000,4,0.0002377092
3601.637,10296.75,7.236267,7.034275,37.054,39.8393,1.474,3705,4.8,0.0004610528
3800.144,9215.099,112.7511,114.0634,26.8997,27.9729,0,9000,4,0.0003773638
3805.397,9215.099,32.29362,32.39475,24.9265,29.6131,0,7000,4,0.0004585264
3601.637,10377.67,5.123727,4.894589,43.715,47.0035,-0.199,9899,2.924,0.001034858
3601.637,10358.57,5.165185,5.061791,70.5587,71.6294,-0.199,9899,2.924,0.0008322553
3601.637,10284.9,4.123429,4.001286,39.6635,35.8694,0.605,5807,3.89,0.0002528526
3822.082,9208.735,20.63412,20.48783,73.2546,76.402,0.704,5320,4.49,0.0003623584
3820.322,9206.615,23.39221,23.42747,73.2546,76.402,0.539,5373,4.37,0.0004539382
3821.202,9208.735,67.32854,67.10533,73.2546,76.402,0.6,5630,4.5,0.0008424687
3820.322,9206.615,24.96662,24.87012,73.2546,76.402,0.704,5320,4.49,0.000155883
3817.684,9206.615,12.8937,12.82887,73.2546,76.402,0.704,5320,4.49,0.000602385
3823.843,9206.615,21.6877,21.53191,73.2546,76.402,0,6000,4,0.0002969378
3807.15,9210.856,8.781991,8.723644,81.9167,99.3065,0.427,5645,4.03,5.587457E-05
3601.637,10296.75,5.109087,5.020185,33.3954,48.7637,1.474,3705,4.8,0.0003666574
3804.521,9193.904,225.1558,227.1878,17.111,16.104,0,7500,4,1.708601E-05
3601.637,10296.75,7.599642,7.474073,34.172,40.5837,0.18,6537,2.497,0.001332506
3601.637,10296.75,5.611566,5.546722,34.172,40.5837,0.647,4949,1.32,0.000198005
3601.637,10299.12,4.54644,4.417805,37.7971,48.4582,0.18,6537,2.497,0.0004601716
3800.144,9196.021,468.7614,469.5162,17.111,16.104,-0.021,9640,3.804,0.0002869894
3601.637,10325.24,4.844456,4.777545,44.9949,35.1141,-0.199,9899,2.924,0.0005922008
3806.274,9202.377,118.8057,118.5856,20.4413,19.7838,0.53,5873,4.37,7.296169E-05
3801.894,9196.021,93.12671,93.34933,17.111,16.104,0,7500,2,0.0008195034
3811.536,9176.984,103.7461,105.0571,46.8168,60.7292,0,8500,4,0.0007285489
3812.414,9179.098,68.78181,68.62927,46.8168,60.7292,0.704,5320,4.49,0.000193221
3810.658,9179.098,52.31365,52.70899,46.8168,60.7292,0,6500,4,0.000962768
3812.414,9176.984,927.5877,929.5226,46.8168,60.7292,0.603,5474,4.16,3.182178E-05
3601.637,10282.53,7.565073,7.538947,48.845,61.111,0.895,5063,2.65,7.812799E-05
3601.637,10349.04,6.089646,6.052439,41.7303,58.4673,0.84,4861,2.43,0.0006445973
3601.637,10380.06,7.177959,7.167375,37.7971,48.4582,0.45,6000,4.03,0.0009347054
